,title,studio,domestic_gross,foreign_gross,year,original_language,popularity,release_date,vote_average,vote_count,production_budget,total_gross,total_profit,roi_percentage
458,Seeking a Friend for the End of the World,Focus,7100000.0,2600000.0,2012,en,8.092,2012-06-22,6.4,1108,10000000,9700000.0,-300000.0,-100.0
459,The Apparition,WB,4900000.0,4700000.0,2012,en,7.7139999999999995,2012-08-24,4.3,221,17000000,9600000.0,-7400000.0,-100.0
463,The Sessions,FoxS,6000000.0,3100000.0,2012,en,6.46,2012-10-18,6.9,296,1000000,9100000.0,8100000.0,800.0
464,On the Road,IFC,744000.0,8000000.0,2012,en,8.919,2012-12-21,5.6,518,25000000,8744000.0,-16256000.0,-100.0
467,Chasing Mavericks,Fox,6000000.0,600.0,2012,en,6.546,2012-10-26,7.0,329,20000000,6000600.0,-13999400.0,-100.0
468,Albert Nobbs,RAtt.,3000000.0,2600000.0,2012,en,6.277,2011-12-21,6.3,227,7500000,5600000.0,-1900000.0,-100.0
471,"Jeff, Who Lives at Home",ParV,4300000.0,148000.0,2012,en,8.821,2011-09-13,6.2,320,10000000,4448000.0,-5552000.0,-100.0
473,Killer Joe,LD,2000000.0,1700000.0,2012,en,13.742,2012-07-27,6.5,703,10000000,3700000.0,-6300000.0,-100.0
478,The Paperboy,MNE,693000.0,661000.0,2012,en,8.142999999999999,2012-10-05,5.5,409,12500000,1354000.0,-11146000.0,-100.0
479,A Little Bit of Heaven,MNE,15400.0,1300000.0,2012,en,7.87,2011-02-03,6.3,333,12500000,1315400.0,-11184600.0,-100.0
480,Coriolanus,Wein.,757000.0,315000.0,2012,en,8.016,2012-01-19,6.0,215,10000000,1072000.0,-8928000.0,-100.0
487,Kill List,IFC,29100.0,143000.0,2012,en,7.0360000000000005,2012-01-04,6.1,332,800000,172100.0,-627900.0,-100.0
492,Frozen,BV,400700000.0,875700000.0,2013,en,9.677999999999999,2010-02-05,5.8,987,150000000,1276400000.0,1126400000.0,700.0
494,Iron Man 3,BV,409000000.0,805800000.0,2013,en,32.093,2013-05-03,6.9,14155,200000000,1214800000.0,1014800000.0,500.0
495,Despicable Me 2,Uni.,368100000.0,602700000.0,2013,en,19.014,2013-07-03,6.9,7319,76000000,970800000.0,894800000.0,1100.0
496,The Hobbit: The Desolation of Smaug,WB (NL),258399999.0,700000000.0,2013,en,21.275,2013-12-13,7.6,7739,250000000,958399999.0,708399999.0,200.0
497,The Hunger Games: Catching Fire,LGF,424700000.0,440300000.0,2013,en,20.187,2013-11-22,7.4,11170,130000000,865000000.0,735000000.0,500.0
498,Monsters University,BV,268500000.0,475700000.0,2013,en,20.33,2013-06-21,7.0,6362,200000000,744200000.0,544200000.0,200.0
499,Gravity,WB,274100000.0,449100000.0,2013,en,27.836,2013-10-04,7.2,9586,110000000,723200000.0,613200000.0,500.0
500,Man of Steel,WB,291000000.0,377000000.0,2013,en,27.666999999999998,2013-06-14,6.5,9758,225000000,668000000.0,443000000.0,100.0
501,Thor: The Dark World,BV,206400000.0,438200000.0,2013,en,31.014,2013-11-08,6.7,10171,150000000,644600000.0,494600000.0,300.0
502,The Croods,Fox,187200000.0,400000000.0,2013,en,16.29,2013-03-22,6.8,3873,135000000,587200000.0,452200000.0,300.0
503,World War Z,Par.,202400000.0,337600000.0,2013,en,14.582,2013-06-21,6.7,9132,190000000,540000000.0,350000000.0,100.0
504,Star Trek Into Darkness,Par.,228800000.0,238600000.0,2013,en,20.487,2013-05-16,7.4,6182,190000000,467400000.0,277400000.0,100.0
505,The Wolverine,Fox,132600000.0,282300000.0,2013,en,4.323,2013-07-25,6.3,6176,115000000,414900000.0,299900000.0,200.0
506,Pacific Rim,WB,101800000.0,309200000.0,2013,en,16.759,2013-07-12,6.8,7632,190000000,411000000.0,221000000.0,100.0
507,The Wolf of Wall Street,Par.,116900000.0,275100000.0,2013,en,29.518,2013-12-25,7.9,12411,100000000,392000000.0,292000000.0,200.0
508,G.I. Joe: Retaliation,Par.,122500000.0,253200000.0,2013,en,15.065,2013-03-29,5.5,3883,140000000,375700000.0,235700000.0,100.0
509,Now You See Me,LG/S,117700000.0,234000000.0,2013,en,16.646,2013-05-31,7.4,9871,75000000,351700000.0,276700000.0,300.0
510,The Smurfs 2,Sony,71000000.0,276500000.0,2013,en,12.940999999999999,2013-07-31,5.7,1200,110000000,347500000.0,237500000.0,200.0
511,The Conjuring,WB (NL),137400000.0,182100000.0,2013,en,18.886,2013-07-19,7.5,5912,20000000,319500000.0,299500000.0,1400.0
512,A Good Day to Die Hard,Fox,67300000.0,237300000.0,2013,en,15.857999999999999,2013-02-14,5.2,4437,92000000,304600000.0,212600000.0,200.0
513,Oblivion,Uni.,89100000.0,197100000.0,2013,en,18.534000000000002,2013-04-18,6.5,6850,120000000,286200000.0,166200000.0,100.0
514,Elysium,TriS,93100000.0,193100000.0,2013,en,17.663,2013-08-09,6.4,5406,120000000,286200000.0,166200000.0,100.0
515,Turbo,Fox,83000000.0,199500000.0,2013,en,14.876,2013-07-19,6.1,1758,135000000,282500000.0,147500000.0,100.0
516,Cloudy with a Chance of Meatballs 2,Sony,119800000.0,154500000.0,2013,en,18.335,2013-09-27,6.4,1679,78000000,274300000.0,196300000.0,200.0
517,We're the Millers,WB (NL),150400000.0,119600000.0,2013,en,14.745999999999999,2013-08-07,6.8,5231,37000000,270000000.0,233000000.0,600.0
518,Epic,Fox,107500000.0,160900000.0,2013,en,13.995,2013-05-24,6.4,1670,100000000,268400000.0,168400000.0,100.0
519,The Lone Ranger,BV,89300000.0,171200000.0,2013,en,12.482000000000001,2013-07-03,6.0,3789,275000000,260500000.0,-14500000.0,-100.0
520,American Hustle,Sony,150100000.0,101100000.0,2013,en,12.481,2013-12-12,6.8,4443,40000000,251200000.0,211200000.0,500.0
522,Grown Ups 2,Sony,133699999.0,113300000.0,2013,en,11.289000000000001,2013-07-12,5.9,2090,80000000,246999999.0,166999999.0,200.0
523,After Earth,Sony,60500000.0,183300000.0,2013,en,14.415,2013-05-31,5.1,4154,130000000,243800000.0,113800000.0,0.0
524,The Heat,Fox,159600000.0,70300000.0,2013,en,16.912,2013-06-28,6.6,2441,43000000,229900000.0,186900000.0,400.0
525,Captain Phillips,Sony,107100000.0,111700000.0,2013,en,15.482999999999999,2013-10-11,7.6,3909,55000000,218800000.0,163800000.0,200.0
526,White House Down,Sony,73100000.0,132300000.0,2013,en,13.026,2013-06-28,6.4,2817,150000000,205400000.0,55400000.0,0.0
527,Percy Jackson: Sea of Monsters,Fox,68600000.0,131300000.0,2013,en,15.762,2013-08-07,5.9,3109,90000000,199900000.0,109900000.0,100.0
528,Jack the Giant Slayer,WB (NL),65200000.0,132500000.0,2013,en,12.773,2013-03-01,5.6,3403,195000000,197700000.0,2700000.0,0.0
529,The Secret Life of Walter Mitty,Fox,58200000.0,129900000.0,2013,en,10.743,2013-12-25,7.1,4859,91000000,188100000.0,97100000.0,100.0
530,12 Years a Slave,FoxS,56700000.0,131100000.0,2013,en,16.493,2013-10-30,7.9,6631,20000000,187800000.0,167800000.0,800.0
531,Identity Thief,Uni.,134500000.0,39500000.0,2013,en,13.552999999999999,2013-02-09,5.8,2230,35000000,174000000.0,139000000.0,300.0
532,Anchorman 2: The Legend Continues,Par.,125200000.0,46300000.0,2013,en,12.08,2013-12-18,6.1,1408,50000000,171500000.0,121500000.0,200.0
533,Olympus Has Fallen,FD,98900000.0,71300000.0,2013,en,13.864,2013-03-22,6.2,4086,70000000,170200000.0,100200000.0,100.0
534,Lone Survivor,Uni.,125100000.0,29700000.0,2013,en,15.404000000000002,2013-12-24,7.4,2289,40000000,154800000.0,114800000.0,200.0
535,Jackass Presents: Bad Grandpa,Par.,102000000.0,49800000.0,2013,en,8.823,2013-10-25,6.0,928,15000000,151800000.0,136800000.0,900.0
536,47 Ronin,Uni.,38400000.0,113400000.0,2013,en,25.049,2013-12-25,6.0,2080,175000000,151800000.0,-23200000.0,-100.0
537,Mama,Uni.,71600000.0,74800000.0,2013,en,11.982999999999999,2013-01-18,6.1,2421,15000000,146400000.0,131400000.0,800.0
538,Escape Plan,LG/S,25100000.0,112200000.0,2013,en,17.88,2013-10-18,6.7,2799,70000000,137300000.0,67300000.0,0.0
539,Last Vegas,CBS,63900000.0,70500000.0,2013,en,6.5329999999999995,2013-11-01,6.4,1211,28000000,134400000.0,106400000.0,300.0
540,2 Guns,Uni.,75600000.0,56300000.0,2013,en,14.8,2013-08-02,6.5,2368,61000000,131900000.0,70900000.0,100.0
541,Walking with Dinosaurs,Fox,36100000.0,90500000.0,2013,en,10.56,2013-12-20,5.4,210,80000000,126600000.0,46600000.0,0.0
542,Ender's Game,LG/S,61700000.0,63800000.0,2013,en,15.533,2013-11-01,6.6,3558,110000000,125500000.0,15500000.0,0.0
543,Prisoners,WB,61000000.0,61100000.0,2013,en,14.357999999999999,2013-09-21,8.0,5785,46000000,122100000.0,76100000.0,100.0
544,Saving Mr. Banks,BV,83300000.0,34600000.0,2013,en,9.585,2013-12-20,7.4,2050,35000000,117900000.0,82900000.0,200.0
545,Warm Bodies,LG/S,66400000.0,50600000.0,2013,en,13.259,2013-02-01,6.3,4109,30000000,117000000.0,87000000.0,200.0
546,Free Birds,Rela.,55800000.0,54600000.0,2013,en,11.062000000000001,2013-11-01,5.8,410,55000000,110400000.0,55400000.0,100.0
547,Gangster Squad,WB,46000000.0,59200000.0,2013,en,13.029000000000002,2013-01-11,6.3,2527,60000000,105200000.0,45200000.0,0.0
548,Philomena,Wein.,37700000.0,62400000.0,2013,en,8.978,2013-11-27,7.4,945,12000000,100100000.0,88100000.0,700.0
549,Riddick,Uni.,42000000.0,56300000.0,2013,en,17.434,2013-09-06,6.2,2852,38000000,98300000.0,60300000.0,100.0
550,Safe Haven,Rela.,71300000.0,26200000.0,2013,en,9.095,2013-02-14,7.1,1433,28000000,97500000.0,69500000.0,200.0
551,Blue Jasmine,SPC,33400000.0,64099999.0,2013,en,10.443,2013-07-26,7.0,1983,18000000,97499999.0,79499999.0,400.0
552,The Mortal Instruments: City of Bones,SGem,31200000.0,64200000.0,2013,en,16.484,2013-08-21,6.3,2915,60000000,95400000.0,35400000.0,0.0
553,The Internship,Fox,44700000.0,48800000.0,2013,en,0.6,2013-06-07,6.2,2631,58000000,93500000.0,35500000.0,0.0
554,The Purge,Uni.,64500000.0,24900000.0,2013,en,24.364,2013-06-06,6.2,4797,3000000,89400000.0,86400000.0,2800.0
555,Dhoom 3,Yash,8000000.0,80000000.0,2013,hi,6.797999999999999,2013-12-20,5.9,136,24000000,88000000.0,64000000.0,200.0
556,About Time,Uni.,15300000.0,71800000.0,2013,en,14.133,2013-11-08,7.9,3981,12000000,87100000.0,75100000.0,600.0
557,R.I.P.D.,Uni.,33600000.0,44700000.0,2013,en,21.377,2013-07-19,5.6,2047,130000000,78300000.0,-51700000.0,-100.0
558,The Book Thief,Fox,21500000.0,55100000.0,2013,en,9.033999999999999,2013-11-08,7.5,2788,19000000,76600000.0,57600000.0,300.0
559,August: Osage County,Wein.,37700000.0,36500000.0,2013,en,9.586,2013-12-27,6.9,843,25000000,74200000.0,49200000.0,100.0
561,The Best Man Holiday,Uni.,70500000.0,2300000.0,2013,en,8.581,2013-11-15,6.6,145,17000000,72800000.0,55800000.0,300.0
562,The Counselor,Fox,17000000.0,54000000.0,2013,en,10.55,2013-10-25,5.1,1072,25000000,71000000.0,46000000.0,100.0
563,The Call,TriS,51900000.0,16700000.0,2013,en,11.315,2013-03-14,6.7,1779,12800000,68600000.0,55800000.0,400.0
564,Runner Runner,Fox,19300000.0,43400000.0,2013,en,10.442,2013-10-02,5.6,761,30000000,62700000.0,32700000.0,100.0
565,Kick-Ass 2,Uni.,28800000.0,32000000.0,2013,en,14.793,2013-08-16,6.4,3785,28000000,60800000.0,32800000.0,100.0
566,A Haunted House,ORF,40000000.0,20100000.0,2013,en,6.909,2013-01-11,5.5,871,2500000,60100000.0,57600000.0,2300.0
567,Quartet,Wein.,18400000.0,41100000.0,2013,en,8.32,2013-01-10,6.6,209,11000000,59500000.0,48500000.0,400.0
568,Dallas Buyers Club,Focus,27300000.0,27900000.0,2013,en,12.389000000000001,2013-11-22,7.9,4961,5000000,55200000.0,50200000.0,1000.0
570,Delivery Man,BV,30700000.0,19300000.0,2013,en,7.962000000000001,2013-11-22,6.2,858,22000000,50000000.0,28000000.0,100.0
571,The Last Stand,LGF,12100000.0,36300000.0,2013,en,15.894,2013-01-12,5.9,1692,30000000,48400000.0,18400000.0,0.0
572,Texas Chainsaw 3D,LGF,34300000.0,12900000.0,2013,en,18.256,2013-01-04,5.3,780,20000000,47200000.0,27200000.0,100.0
573,The Big Wedding,LGF,21800000.0,24700000.0,2013,en,11.231,2013-04-25,5.8,678,32500000,46500000.0,14000000.0,0.0
574,Parker,FD,17600000.0,28600000.0,2013,en,14.95,2013-01-25,5.8,1868,35000000,46200000.0,11200000.0,0.0
575,The World's End,Focus,26000000.0,20100000.0,2013,en,12.719000000000001,2013-08-23,6.7,2990,20000000,46100000.0,26100000.0,100.0
576,Grudge Match,WB,29800000.0,15100000.0,2013,en,7.917999999999999,2013-12-25,6.0,711,40000000,44900000.0,4900000.0,0.0
577,Homefront,ORF,20200000.0,22900000.0,2013,en,14.422,2013-11-27,6.5,1410,22000000,43100000.0,21100000.0,0.0
582,Jobs,ORF,16100000.0,19800000.0,2013,en,8.023,2013-08-16,6.1,1622,18000000,35900000.0,17900000.0,0.0
583,The Place Beyond the Pines,Focus,21400000.0,14100000.0,2013,en,12.96,2013-03-27,6.9,2781,15000000,35500000.0,20500000.0,100.0
584,Inside Llewyn Davis,CBS,13200000.0,19700000.0,2013,en,10.549000000000001,2013-12-06,7.2,1400,11000000,32900000.0,21900000.0,100.0
585,Mud,RAtt.,21600000.0,11000000.0,2013,en,12.507,2013-05-10,7.0,1592,10000000,32600000.0,22600000.0,200.0
586,Movie 43,Rela.,8800000.0,23600000.0,2013,en,12.812999999999999,2013-01-25,4.4,1332,10000000,32400000.0,22400000.0,200.0
587,Kevin Hart: Let Me Explain,LG/S,32200000.0,74000.0,2013,en,8.476,2013-07-03,6.9,142,2500000,32274000.0,29774000.0,1100.0
588,Spring Breakers,A24,14100000.0,17600000.0,2013,en,10.690999999999999,2013-03-15,5.0,2495,5000000,31700000.0,26700000.0,500.0
589,Don Jon,Rela.,24500000.0,6000000.0,2013,en,12.78,2013-09-27,5.9,2709,5500000,30500000.0,25000000.0,400.0
590,Nebraska,Par.,17700000.0,10000000.0,2013,en,9.521,2013-11-15,7.4,967,12000000,27700000.0,15700000.0,100.0
591,The Incredible Burt Wonderstone,WB (NL),22500000.0,4900000.0,2013,en,9.362,2013-03-15,5.4,920,32000000,27400000.0,-4600000.0,-100.0
592,Mandela: Long Walk to Freedom,Wein.,8300000.0,19000000.0,2013,en,8.262,2013-12-25,6.9,319,35000000,27300000.0,-7700000.0,-100.0
593,Khumba,MNE,1000.0,27200000.0,2013,en,9.597000000000001,2013-12-07,5.6,129,15000000,27201000.0,12201000.0,0.0
594,Dark Skies,W/Dim.,17400000.0,9000000.0,2013,en,11.582,2013-02-22,6.1,1004,3500000,26400000.0,22900000.0,600.0
595,Enough Said,FoxS,17600000.0,7700000.0,2013,en,8.722000000000001,2013-09-18,6.7,464,8000000,25300000.0,17300000.0,200.0
596,Trance,FoxS,2300000.0,21900000.0,2013,en,9.571,2013-04-05,6.6,1348,16000000,24200000.0,8200000.0,0.0
598,Baggage Claim,FoxS,21600000.0,887000.0,2013,en,8.666,2013-09-27,5.4,127,8500000,22487000.0,13987000.0,100.0
599,The Sapphires,Wein.,2500000.0,18000000.0,2013,en,6.16,2013-03-22,6.7,97,9000000,20500000.0,11500000.0,100.0
602,Dead Man Down,FD,10900000.0,7200000.0,2013,en,10.349,2013-03-08,6.0,866,30000000,18100000.0,-11900000.0,-100.0
604,Fruitvale Station,Wein.,16100000.0,1300000.0,2013,en,9.587,2013-07-26,7.4,645,900000,17400000.0,16500000.0,1800.0
605,Battle of the Year,SGem,8900000.0,7700000.0,2013,en,5.858,2013-09-21,6.1,130,20000000,16600000.0,-3400000.0,-100.0
606,Out of the Furnace,Rela.,11300000.0,4300000.0,2013,en,9.139,2013-12-06,6.6,1077,22000000,15600000.0,-6400000.0,-100.0
608,Machete Kills,ORF,8000000.0,7000000.0,2013,en,10.36,2013-10-11,5.5,1079,20000000,15000000.0,-5000000.0,-100.0
609,Paranoia,Rela.,7400000.0,6400000.0,2013,en,0.6,2011-06-07,4.5,2,40000000,13800000.0,-26200000.0,-100.0
613,Stoker,FoxS,1700000.0,10400000.0,2013,en,10.738,2013-03-01,6.6,1282,12000000,12100000.0,100000.0,0.0
614,Before Midnight,SPC,8100000.0,3100000.0,2013,en,11.765,2013-06-14,7.4,1039,3000000,11200000.0,8200000.0,200.0
615,Only God Forgives,RTWC,779000.0,9900000.0,2013,en,10.196,2013-07-19,5.8,1396,4800000,10679000.0,5879000.0,100.0
617,The Fifth Estate,BV,3300000.0,5300000.0,2013,en,6.611000000000001,2013-10-18,5.9,549,26000000,8600000.0,-17400000.0,-100.0
618,Upside Down,MNE,105000.0,8000000.0,2013,en,12.454,2013-03-14,6.2,1645,50000000,8105000.0,-41895000.0,-100.0
619,Black Nativity,FoxS,7000000.0,436000.0,2013,en,1.7790000000000001,2013-11-27,5.7,25,17500000,7436000.0,-10064000.0,-100.0
621,The Sweeney,EOne,26700.0,6300000.0,2013,en,6.4,2013-03-01,5.9,142,4500000,6326700.0,1826700.0,0.0
626,Mr. Nobody,Magn.,3600.0,3500000.0,2013,en,17.242,2011-12-20,7.9,3279,46500000,3503600.0,-42996400.0,-100.0
627,The East,FoxS,2300000.0,99700.0,2013,en,8.044,2013-05-31,6.6,438,6500000,2399700.0,-4100300.0,-100.0
630,Ain't Them Bodies Saints,IFC,397000.0,635000.0,2013,en,8.166,2013-08-16,6.2,217,5000000,1032000.0,-3968000.0,-100.0
633,Transformers: Age of Extinction,Par.,245400000.0,858600000.0,2014,en,20.961,2014-06-27,5.8,4805,210000000,1104000000.0,894000000.0,400.0
634,The Hobbit: The Battle of the Five Armies,WB (NL),255100000.0,700900000.0,2014,en,53.783,2014-12-17,7.3,8392,250000000,956000000.0,706000000.0,200.0
635,Guardians of the Galaxy,BV,333200000.0,440200000.0,2014,en,49.606,2014-08-01,7.9,17958,170000000,773400000.0,603400000.0,300.0
636,Maleficent,BV,241400000.0,517100000.0,2014,en,19.274,2014-05-30,7.0,8143,180000000,758500000.0,578500000.0,300.0
637,The Hunger Games: Mockingjay - Part 1,LGF,337100000.0,418200000.0,2014,en,33.836999999999996,2014-11-21,6.8,10087,125000000,755300000.0,630300000.0,500.0
638,X-Men: Days of Future Past,Fox,233900000.0,513900000.0,2014,en,41.867,2014-05-23,7.5,10062,200000000,747800000.0,547800000.0,200.0
639,Captain America: The Winter Soldier,BV,259800000.0,454500000.0,2014,en,18.073,2014-04-04,7.7,11034,170000000,714300000.0,544300000.0,300.0
640,Dawn of the Planet of the Apes,Fox,208500000.0,502100000.0,2014,en,27.641,2014-07-11,7.3,7080,170000000,710600000.0,540600000.0,300.0
641,The Amazing Spider-Man 2,Sony,202900000.0,506100000.0,2014,en,20.846999999999998,2014-05-02,6.4,7220,200000000,709000000.0,509000000.0,200.0
642,Interstellar,Par.,188000000.0,489400000.0,2014,en,28.44,2014-11-05,8.2,18597,165000000,677400000.0,512400000.0,300.0
643,Big Hero 6,BV,222500000.0,435300000.0,2014,en,36.92,2014-11-07,7.8,10176,165000000,657800000.0,492800000.0,200.0
645,How to Train Your Dragon 2,Fox,177000000.0,444500000.0,2014,en,27.105999999999998,2014-06-13,7.7,5589,145000000,621500000.0,476500000.0,300.0
646,American Sniper,WB,350100000.0,197300000.0,2014,en,18.473,2014-12-25,7.4,7658,58000000,547400000.0,489400000.0,800.0
648,Rio 2,Fox,131500000.0,368600000.0,2014,en,18.11,2014-04-11,6.3,1803,130000000,500100000.0,370100000.0,200.0
649,Lucy,Uni.,126700000.0,336700000.0,2014,en,16.73,2014-07-25,6.3,10019,40000000,463400000.0,423400000.0,1000.0
650,Penguins of Madagascar,Fox,83400000.0,289700000.0,2014,en,20.899,2014-11-26,6.4,2273,132000000,373100000.0,241100000.0,100.0
651,Edge of Tomorrow,WB,100200000.0,270300000.0,2014,en,19.753,2014-06-06,7.6,8047,178000000,370500000.0,192500000.0,100.0
652,Gone Girl,Fox,167800000.0,201600000.0,2014,en,31.215,2014-10-03,7.9,10459,61000000,369400000.0,308400000.0,500.0
653,Night at the Museum: Secret of the Tomb,Fox,113700000.0,249500000.0,2014,en,20.064,2014-12-19,6.1,3536,127000000,363200000.0,236200000.0,100.0
654,Noah,Par.,101200000.0,261399999.0,2014,en,0.6,2013-09-09,7.6,11,130000000,362599999.0,232599999.0,100.0
657,The Maze Runner,Fox,102400000.0,245900000.0,2014,en,36.955,2014-09-19,7.1,10626,34000000,348300000.0,314300000.0,900.0
658,22 Jump Street,Sony,191700000.0,139600000.0,2014,en,11.175999999999998,2014-06-13,6.9,5167,50000000,331300000.0,281300000.0,500.0
659,Divergent,LG/S,150900000.0,137900000.0,2014,en,16.982,2014-03-21,6.9,8279,85000000,288800000.0,203800000.0,200.0
660,Mr. Peabody & Sherman,Fox,111500000.0,164200000.0,2014,en,12.812999999999999,2014-03-07,6.6,1357,145000000,275700000.0,130700000.0,0.0
661,Neighbors,Uni.,150200000.0,120500000.0,2014,en,14.979000000000001,2014-05-09,6.2,4536,18000000,270700000.0,252700000.0,1400.0
662,Exodus: Gods and Kings,Fox,65000000.0,203200000.0,2014,en,26.789,2014-12-12,5.7,2909,140000000,268200000.0,128200000.0,0.0
663,Annabelle,WB (NL),84300000.0,172800000.0,2014,en,13.989,2014-10-03,5.6,3357,6500000,257100000.0,250600000.0,3800.0
664,The Imitation Game,Wein.,91100000.0,142400000.0,2014,en,33.078,2014-12-19,8.1,10396,15000000,233500000.0,218500000.0,1400.0
665,Non-Stop,Uni.,92200000.0,130600000.0,2014,en,2.2640000000000002,2013-11-29,5.6,23,50000000,222800000.0,172800000.0,300.0
667,Dracula Untold,Uni.,56300000.0,160800000.0,2014,en,29.043000000000003,2014-10-03,6.2,3719,70000000,217100000.0,147100000.0,200.0
668,The Expendables 3,LGF,39300000.0,175300000.0,2014,en,18.797,2014-08-15,6.1,2876,100000000,214600000.0,114600000.0,100.0
669,Into the Woods,BV,128000000.0,85100000.0,2014,en,13.725999999999999,2014-12-25,5.7,2880,56200000,213100000.0,156900000.0,200.0
670,Need for Speed,BV,43600000.0,159700000.0,2014,en,13.722999999999999,2014-03-14,6.1,2389,66000000,203300000.0,137300000.0,200.0
671,The Equalizer,Sony,101500000.0,90800000.0,2014,en,28.941999999999997,2014-09-26,7.2,4989,55000000,192300000.0,137300000.0,200.0
672,The Grand Budapest Hotel,FoxS,59300000.0,115500000.0,2014,en,18.31,2014-03-07,8.0,8091,31000000,174800000.0,143800000.0,400.0
673,Dumb and Dumber To,Uni.,86200000.0,83600000.0,2014,en,15.964,2014-11-14,5.5,1842,40000000,169800000.0,129800000.0,300.0
674,Unbroken,Uni.,115600000.0,47800000.0,2014,en,12.354000000000001,2014-12-25,7.4,2240,65000000,163400000.0,98400000.0,100.0
675,The Monuments Men,Sony,78000000.0,77000000.0,2014,en,12.860999999999999,2014-02-07,5.9,2229,70000000,155000000.0,85000000.0,100.0
676,Ride Along,Uni.,134900000.0,19500000.0,2014,en,10.831,2014-01-17,6.2,1277,25000000,154400000.0,129400000.0,500.0
677,Jack Ryan: Shadow Recruit,Par.,50600000.0,84900000.0,2014,en,11.061,2014-01-17,6.1,1687,60000000,135500000.0,75500000.0,100.0
678,Blended,WB,46300000.0,81700000.0,2014,en,10.613,2014-05-23,6.7,1709,45000000,128000000.0,83000000.0,100.0
679,Sex Tape,Sony,38500000.0,87500000.0,2014,en,20.429000000000002,2014-07-18,5.3,2684,40000000,126000000.0,86000000.0,200.0
680,The Theory of Everything,Focus,35900000.0,87800000.0,2014,en,13.866,2014-11-26,7.9,6412,15000000,123700000.0,108700000.0,700.0
681,The Nut Job,ORF,64300000.0,56600000.0,2014,en,10.501,2014-01-17,5.6,529,30000000,120900000.0,90900000.0,300.0
682,Pompeii,TriS,23200000.0,94600000.0,2014,en,25.215,2014-02-21,5.4,2078,80000000,117800000.0,37800000.0,0.0
683,The Purge: Anarchy,Uni.,72000000.0,40000000.0,2014,en,28.424,2014-07-18,6.6,3754,9000000,112000000.0,103000000.0,1100.0
684,The Boxtrolls,Focus,50800000.0,58400000.0,2014,en,11.219000000000001,2014-09-26,6.7,1016,60000000,109200000.0,49200000.0,0.0
685,Horrible Bosses 2,WB,54400000.0,53200000.0,2014,en,18.421,2014-11-26,6.2,2581,40000000,107600000.0,67600000.0,100.0
686,Ouija,Uni.,50900000.0,52700000.0,2014,en,15.389000000000001,2014-10-24,5.1,1670,5000000,103600000.0,98600000.0,1900.0
687,Transcendence,WB,23000000.0,80000000.0,2014,en,0.6,2012-06-09,5.5,2,100000000,103000000.0,3000000.0,0.0
689,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",BV,67000000.0,34400000.0,2014,en,6.7829999999999995,2014-10-10,6.2,817,28000000,101400000.0,73400000.0,200.0
690,Heaven is for Real,TriS,91400000.0,9900000.0,2014,en,9.718,2014-04-16,6.2,363,12000000,101300000.0,89300000.0,700.0
691,Tammy,WB (NL),84500000.0,16000000.0,2014,en,10.979000000000001,2014-07-03,5.2,735,20000000,100500000.0,80500000.0,400.0
692,Paranormal Activity: The Marked Ones,Par.,32500000.0,58400000.0,2014,en,9.446,2014-01-03,5.3,752,5000000,90900000.0,85900000.0,1700.0
693,The Hundred-Foot Journey,BV,54200000.0,34600000.0,2014,en,8.26,2014-08-08,7.3,785,22000000,88800000.0,66800000.0,300.0
694,John Wick,LG/S,43000000.0,45700000.0,2014,en,78.123,2014-10-24,7.2,10081,30000000,88700000.0,58700000.0,100.0
695,Snowpiercer,RTWC,4600000.0,82200000.0,2014,ko,14.735,2014-06-27,6.8,4748,40000000,86800000.0,46800000.0,100.0
696,The Judge,WB,47100000.0,37300000.0,2014,en,16.464000000000002,2014-10-10,7.3,2356,50000000,84400000.0,34400000.0,0.0
698,Muppets Most Wanted,BV,51200000.0,29200000.0,2014,en,9.118,2014-03-21,6.2,473,55000000,80400000.0,25400000.0,0.0
699,If I Stay,WB (NL),50500000.0,28400000.0,2014,en,12.047,2014-08-22,7.4,2703,11000000,78900000.0,67900000.0,600.0
700,"I, Frankenstein",LGF,19100000.0,52100000.0,2014,en,12.7,2014-01-24,5.2,1090,65000000,71200000.0,6200000.0,0.0
701,Think Like a Man Too,SGem,65200000.0,5000000.0,2014,en,8.25,2014-06-20,6.3,319,24000000,70200000.0,46200000.0,100.0
702,Brick Mansions,Rela.,20400000.0,48500000.0,2014,en,9.193999999999999,2014-04-25,5.9,909,28000000,68900000.0,40900000.0,100.0
703,Son of God,Fox,59700000.0,8100000.0,2014,en,8.289,2014-02-28,6.4,123,22000000,67800000.0,45800000.0,200.0
704,Jersey Boys,WB,47000000.0,20600000.0,2014,en,6.933,2014-06-20,6.9,380,40000000,67600000.0,27600000.0,0.0
705,The Giver,Wein.,45100000.0,21900000.0,2014,en,8.687000000000001,2014-08-11,6.5,3075,25000000,67000000.0,42000000.0,100.0
706,Selma,Par.,52100000.0,14700000.0,2014,en,9.541,2014-12-25,7.5,1354,20000000,66800000.0,46800000.0,200.0
707,Begin Again,Wein.,16200000.0,47300000.0,2014,en,10.828,2014-07-11,7.2,2089,8000000,63500000.0,55500000.0,600.0
708,The Legend of Hercules,LG/S,18800000.0,42400000.0,2014,en,13.754000000000001,2014-01-10,4.5,805,70000000,61200000.0,-8800000.0,-100.0
